,index,timePeriod,sentiment
11046,9960,1830-01-01,0.0
11056,1458,1830-01-01,0.176
11058,7355,1830-01-01,0.218
11091,4940,1830-01-01,0.287
11094,7186,1830-01-01,0.0
11100,4341,1830-01-01,0.0
11107,2857,1830-01-01,0.501
11111,6198,1830-01-01,0.681
11115,4449,1830-01-01,0.486
11200,3746,1830-01-01,0.167
11208,4464,1830-01-01,0.0
11234,3166,1830-01-01,0.0
11289,1043,1830-01-01,0.231
11297,570,1830-01-01,0.195
11317,2990,1830-01-01,0.237
11321,3114,1830-01-01,0.354
11327,7508,1830-01-01,0.0
11348,3567,1830-01-01,0.124
11406,777,1830-01-01,0.272
11427,569,1830-01-01,0.0
11436,7306,1830-01-01,0.262
11472,584,1830-01-01,0.519
11487,6088,1830-01-01,0.287
11519,8994,1830-01-01,0.328
11544,2267,1830-01-01,0.0
11548,4352,1830-01-01,0.486
11556,8244,1830-01-01,0.5
11688,8956,1830-01-01,0.227
11691,3530,1830-01-01,0.246
11710,5214,1830-01-01,0.164
11721,284,1830-01-01,0.329
11731,1690,1830-01-01,0.0
11748,7573,1830-01-01,0.381
11751,2533,1830-01-01,0.066
11760,7824,1830-01-01,0.33
11788,3213,1830-01-01,0.068
11817,139,1830-01-01,0.0
11831,1849,1830-01-01,0.2
11860,865,1830-01-01,0.143
11862,8145,1830-01-01,0.153
11864,2950,1830-01-01,0.319
11921,9070,1830-01-01,0.315
11937,786,1830-01-01,0.219
11953,590,1830-01-01,0.429
11977,1015,1830-01-01,0.254
12007,7053,1830-01-01,0.0
12017,5968,1830-01-01,0.24
12032,1353,1830-01-01,0.297
12040,177,1830-01-01,0.241
12053,2074,1830-01-01,0.242
12075,6811,1830-01-01,0.123
12084,1853,1830-01-01,0.41
12096,3720,1830-01-01,0.346
12103,8587,1830-01-01,0.25
12114,6803,1830-01-01,0.0
12157,3249,1830-01-01,0.445
12192,6100,1830-01-01,0.0
12272,6311,1830-01-01,0.207
12344,3617,1830-01-01,0.322
12369,7319,1830-01-01,0.42
12387,3208,1830-01-01,0.368
12422,7187,1830-01-01,0.285
12442,6903,1830-01-01,0.289
12451,2964,1830-01-01,0.124
12454,9802,1830-01-01,0.0
12464,6870,1830-01-01,0.162
12478,8036,1830-01-01,0.0
12480,2041,1830-01-01,0.0
12487,6620,1830-01-01,0.408
12492,9806,1830-01-01,0.362
12504,5138,1830-01-01,0.169
12507,22,1830-01-01,0.293
12530,6955,1830-01-01,0.217
12544,7271,1830-01-01,0.261
12551,6170,1830-01-01,0.0
12559,6053,1830-01-01,0.356
12563,8906,1830-01-01,0.133
12587,2394,1830-01-01,0.262
12592,8183,1830-01-01,0.234
12594,5147,1830-01-01,0.254
12598,6280,1830-01-01,0.278
12604,3110,1830-01-01,0.189
12609,4499,1830-01-01,0.382
12633,243,1830-01-01,0.191
12639,3574,1830-01-01,0.569
12653,7875,1830-01-01,0.538
12704,3869,1830-01-01,0.414
12705,7865,1830-01-01,0.457
12724,371,1830-01-01,0.249
12728,6390,1830-01-01,0.0
12734,6419,1830-01-01,0.385
12736,3934,1830-01-01,0.198
12738,8306,1830-01-01,0.205
12751,3286,1830-01-01,0.233
12754,1942,1830-01-01,0.259
12760,1981,1830-01-01,0.0
12762,2732,1830-01-01,0.448
12776,9271,1830-01-01,0.304
12781,489,1830-01-01,0.542
12834,3868,1830-01-01,0.287
12848,3496,1830-01-01,0.132
12859,5928,1830-01-01,0.193
12860,9220,1830-01-01,0.393
12862,2133,1830-01-01,0.302
12876,5887,1830-01-01,0.448
12878,954,1830-01-01,0.0
12894,1019,1830-01-01,0.306
12906,8970,1830-01-01,0.355
12916,3848,1830-01-01,0.296
12940,8018,1830-01-01,0.282
12979,9125,1830-01-01,0.0
12994,2967,1830-01-01,0.247
13027,527,1830-01-01,0.331
13058,7729,1830-01-01,0.116
13096,9448,1830-01-01,0.206
13125,3462,1830-01-01,0.337
13134,5692,1830-01-01,0.0
13159,5356,1830-01-01,0.0
13195,7021,1830-01-01,0.236
13247,1830,1830-01-01,0.0
13255,1819,1830-01-01,0.444
13283,38,1830-01-01,0.0
13299,9259,1830-01-01,0.0
13303,9861,1830-01-01,0.0
13323,5918,1830-01-01,0.218
13374,6236,1830-01-01,0.08
13381,41,1830-01-01,0.157
13402,939,1830-01-01,0.264
13410,7960,1830-01-01,0.312
13412,7524,1830-01-01,0.277
13427,9000,1830-01-01,0.373
13480,4107,1830-01-01,0.0
13483,2523,1830-01-01,0.573
13490,1063,1830-01-01,0.204
13539,4970,1830-01-01,0.2
13542,695,1830-01-01,0.333
13544,3142,1830-01-01,0.304
13558,7635,1830-01-01,0.0
13570,1293,1830-01-01,0.447
13579,7817,1830-01-01,0.3
13593,7270,1830-01-01,0.176
13602,4849,1830-01-01,0.3
13631,9412,1830-01-01,0.0
13647,6994,1830-01-01,0.246
13671,2883,1830-01-01,0.256
13685,4509,1830-01-01,0.309
13716,2536,1830-01-01,0.268
13740,1471,1830-01-01,0.189
13747,4431,1830-01-01,0.311
13784,8872,1830-01-01,0.197
13794,6466,1830-01-01,0.075
13795,2535,1830-01-01,0.215
13836,2062,1830-01-01,0.205
13860,9231,1830-01-01,0.0
13862,8404,1830-01-01,0.556
13865,8705,1830-01-01,0.137
13893,4217,1830-01-01,0.174
13992,4740,1840-01-01,0.318
14006,3364,1840-01-01,0.349
14053,108,1840-01-01,0.274
14061,1502,1840-01-01,0.249
14078,8676,1840-01-01,0.162
14082,7792,1840-01-01,0.261
14084,9671,1840-01-01,0.223
14112,2722,1840-01-01,0.0
14151,5112,1840-01-01,0.0
14155,8075,1840-01-01,0.336
14216,3239,1840-01-01,0.165
14227,9051,1840-01-01,0.083
14236,79,1840-01-01,0.0
14303,9346,1840-01-01,0.159
14304,953,1840-01-01,0.298
14324,8597,1840-01-01,0.263
14327,9408,1840-01-01,0.172
14336,2474,1840-01-01,0.138
14354,5018,1840-01-01,0.15
14356,928,1840-01-01,0.225
14357,4514,1840-01-01,0.643
14426,991,1840-01-01,0.32
14430,8367,1840-01-01,0.527
14431,5930,1840-01-01,0.337
14438,1524,1840-01-01,0.3
14463,4983,1840-01-01,0.103
14475,3492,1840-01-01,0.347
14481,9403,1840-01-01,0.0
14522,6824,1840-01-01,0.298
14533,6458,1840-01-01,0.333
14552,4326,1840-01-01,0.153
14579,3777,1840-01-01,0.285
14603,4222,1840-01-01,0.397
14642,1865,1840-01-01,0.0
14665,6587,1840-01-01,0.0
14733,2589,1840-01-01,0.404
14745,8391,1840-01-01,0.168
14761,8478,1840-01-01,0.0
14780,744,1840-01-01,0.0
14782,3734,1840-01-01,0.252
14810,3136,1840-01-01,0.25
14812,8629,1840-01-01,0.148
14836,2003,1840-01-01,0.254
14853,7273,1840-01-01,0.2
14873,7863,1840-01-01,0.248
14938,9784,1840-01-01,0.219
14949,9065,1840-01-01,0.234
14972,1464,1840-01-01,0.19
15036,9062,1840-01-01,0.517
15060,432,1840-01-01,0.221
15072,1408,1840-01-01,0.175
15104,5242,1840-01-01,0.414
15117,7880,1840-01-01,0.212
15205,7649,1840-01-01,0.278
15212,302,1840-01-01,0.303
15237,6226,1840-01-01,0.289
15245,2194,1840-01-01,0.169
15261,7252,1840-01-01,0.0
15271,5113,1840-01-01,0.116
15301,9481,1840-01-01,0.236
15363,7556,1840-01-01,0.0
15370,5115,1840-01-01,0.253
15380,9833,1840-01-01,0.386
15443,7186,1840-01-01,0.262
15483,5821,1840-01-01,0.0
15496,4986,1840-01-01,0.333
15500,7087,1840-01-01,0.071
15503,9462,1840-01-01,0.0
15528,7220,1840-01-01,0.265
15538,4204,1840-01-01,0.0
15597,999,1840-01-01,0.0
15650,4011,1840-01-01,0.253
15717,3671,1840-01-01,0.481
15733,3402,1840-01-01,0.15
15763,6936,1840-01-01,0.245
15803,7279,1840-01-01,0.243
15832,2850,1840-01-01,0.079
15873,1667,1840-01-01,0.43
15887,5483,1840-01-01,0.274
15930,2538,1840-01-01,0.237
15966,9102,1840-01-01,0.244
15969,9197,1840-01-01,0.486
15982,5083,1840-01-01,0.0
15991,9328,1840-01-01,0.086
16003,3929,1840-01-01,0.248
16027,7148,1840-01-01,0.362
16038,420,1840-01-01,0.2
16040,7085,1840-01-01,0.0
16043,6077,1840-01-01,0.306
16044,5116,1840-01-01,0.348
16063,3854,1840-01-01,0.192
16085,3415,1840-01-01,0.156
16137,3505,1840-01-01,0.391
16171,5454,1840-01-01,0.25
16172,5541,1840-01-01,0.162
16195,3221,1840-01-01,0.362
16196,6332,1840-01-01,0.164
16201,7054,1840-01-01,0.034
16223,2880,1840-01-01,0.265
16233,7590,1840-01-01,0.455
16241,529,1840-01-01,0.165
16242,5963,1840-01-01,0.209
16246,2551,1840-01-01,0.264
16247,3749,1840-01-01,0.409
16259,370,1840-01-01,0.293
16260,1654,1840-01-01,0.424
16273,9348,1840-01-01,0.135
16291,7914,1840-01-01,0.167
16296,2802,1840-01-01,0.36
16312,8850,1840-01-01,0.223
16329,8142,1840-01-01,0.0
16349,6352,1840-01-01,0.215
16365,82,1840-01-01,0.108
16381,2361,1840-01-01,0.223
16398,7042,1840-01-01,0.095
16414,7444,1840-01-01,0.292
16423,1243,1840-01-01,0.206
16438,8545,1840-01-01,0.0
16441,1708,1840-01-01,0.271
16444,2678,1840-01-01,0.137
16469,8450,1840-01-01,0.0
16483,5107,1840-01-01,0.514
16485,9908,1840-01-01,0.0
16506,7387,1840-01-01,0.23
16559,8216,1840-01-01,0.0
16597,7562,1840-01-01,0.214
16601,1384,1840-01-01,0.0
16620,9931,1840-01-01,0.273
16645,8362,1840-01-01,0.24
16667,7757,1840-01-01,0.287
16682,5757,1840-01-01,0.458
16696,419,1840-01-01,0.158
16734,7917,1840-01-01,0.203
16763,8083,1840-01-01,0.14
16803,1559,1840-01-01,0.226
16812,2129,1840-01-01,0.262
16857,6919,1840-01-01,0.081
16879,7014,1840-01-01,0.0
16887,8827,1840-01-01,0.307
16912,3815,1840-01-01,0.412
16932,5612,1840-01-01,0.34
16941,9772,1840-01-01,0.264
16970,877,1840-01-01,0.365
16980,6173,1840-01-01,0.383
17088,1806,1840-01-01,0.212
17105,793,1840-01-01,0.385
17116,2411,1840-01-01,0.268
17117,689,1840-01-01,0.08
17123,7267,1840-01-01,0.0
17171,719,1840-01-01,0.078
17190,9926,1840-01-01,0.0
17200,2412,1840-01-01,0.273
17224,7309,1840-01-01,0.0
17229,6099,1840-01-01,0.0
17281,923,1840-01-01,0.365
17288,1210,1840-01-01,0.265
17291,4554,1840-01-01,0.237
17304,4060,1840-01-01,0.097
17314,4996,1840-01-01,0.252
17321,6709,1840-01-01,0.19
17344,3261,1840-01-01,0.229
17372,4992,1840-01-01,0.0
17417,4500,1840-01-01,0.037
17457,1963,1840-01-01,0.246
17485,9740,1850-01-01,0.172
17490,7469,1850-01-01,0.358
17517,5211,1850-01-01,0.0
17543,6158,1850-01-01,0.227
17556,7504,1850-01-01,0.066
17578,2661,1850-01-01,0.192
17639,8560,1850-01-01,0.171
17643,1127,1850-01-01,0.255
17646,5694,1850-01-01,0.276
17730,8134,1850-01-01,0.0
17735,6570,1850-01-01,0.0
17809,3802,1850-01-01,0.14
17840,9180,1850-01-01,0.196
17873,1081,1850-01-01,0.326
17877,961,1850-01-01,0.259
17888,7185,1850-01-01,0.113
17943,220,1850-01-01,0.312
17948,1800,1850-01-01,0.218
17950,5125,1850-01-01,0.0
17964,6817,1850-01-01,0.178
17989,301,1850-01-01,0.508
18000,4942,1850-01-01,0.0
18001,4429,1850-01-01,0.0
18024,4945,1850-01-01,0.119
18050,1496,1850-01-01,0.22
18111,7875,1850-01-01,0.0
18137,6279,1850-01-01,0.0
18154,9833,1850-01-01,0.107
18178,7259,1850-01-01,0.286
18199,6469,1850-01-01,0.404
18220,2896,1850-01-01,0.502
18233,5047,1850-01-01,0.354
18299,2677,1850-01-01,0.283
18346,946,1850-01-01,0.271
18425,2718,1850-01-01,0.129
18440,3841,1850-01-01,0.0
18446,6032,1850-01-01,0.182
18453,8136,1850-01-01,0.176
18489,495,1850-01-01,0.414
18503,8926,1850-01-01,0.32
18517,9653,1850-01-01,0.36
18534,1793,1850-01-01,0.472
18543,8519,1850-01-01,0.293
18644,8734,1850-01-01,0.093
18702,3767,1850-01-01,0.377
18703,6217,1850-01-01,0.256
18704,7076,1850-01-01,0.18
18747,6742,1850-01-01,0.223
18751,1318,1850-01-01,0.1
18754,8279,1850-01-01,0.235
18764,7689,1850-01-01,0.2
18784,5833,1850-01-01,0.36
18790,3180,1850-01-01,0.223
18817,4556,1850-01-01,0.182
18840,8387,1850-01-01,0.121
18878,4305,1850-01-01,0.0
18905,9447,1850-01-01,0.196
18923,2023,1850-01-01,0.152
18976,9452,1850-01-01,0.21
19001,3409,1850-01-01,0.24
19065,3664,1850-01-01,0.293
19071,4899,1850-01-01,0.179
19080,3930,1850-01-01,0.21
19120,5914,1850-01-01,0.245
19181,5680,1850-01-01,0.111
19207,7349,1850-01-01,0.0
19209,7916,1850-01-01,0.235
19214,7184,1850-01-01,0.35
19247,437,1850-01-01,0.075
19285,9059,1850-01-01,0.244
19312,6633,1850-01-01,0.169
19329,2919,1850-01-01,0.429
19352,8997,1850-01-01,0.0
19387,4367,1850-01-01,0.424
19395,3362,1850-01-01,0.273
19419,2126,1850-01-01,0.455
19441,2460,1850-01-01,0.114
19465,6347,1850-01-01,0.0
19536,3853,1850-01-01,0.31
19567,1510,1850-01-01,0.116
19574,5354,1850-01-01,0.0
19580,3982,1850-01-01,0.488
19584,5594,1850-01-01,0.144
19633,3397,1850-01-01,0.152
19640,7120,1850-01-01,0.066
19655,5074,1850-01-01,0.235
19694,9242,1850-01-01,0.104
19742,1678,1850-01-01,0.227
19753,2691,1850-01-01,0.333
19797,786,1850-01-01,0.416
19842,1270,1850-01-01,0.365
19874,1166,1850-01-01,0.205
19907,3735,1850-01-01,0.258
19947,7190,1850-01-01,0.25
19965,8393,1850-01-01,0.253
19992,3605,1850-01-01,0.355
20052,6105,1850-01-01,0.0
20061,9730,1850-01-01,0.295
20080,4466,1850-01-01,0.0
20096,9572,1850-01-01,0.13
20187,6805,1850-01-01,0.6
20275,473,1850-01-01,0.184
20289,4695,1850-01-01,0.204
20334,4160,1850-01-01,0.044
20341,5742,1850-01-01,0.115
20351,3756,1850-01-01,0.121
20356,6954,1850-01-01,0.068
20396,2747,1850-01-01,0.15
20406,3017,1850-01-01,0.162
20410,408,1850-01-01,0.0
20448,7122,1850-01-01,0.34
20459,2621,1850-01-01,0.0
20461,7638,1850-01-01,0.317
20505,5514,1850-01-01,0.0
20547,1517,1850-01-01,0.0
20550,2332,1850-01-01,0.26
20560,1708,1850-01-01,0.0
20593,1704,1850-01-01,0.08
20616,1742,1850-01-01,0.34
20624,3471,1850-01-01,0.166
20648,2400,1850-01-01,0.333
20654,1271,1850-01-01,0.213
20668,9509,1850-01-01,0.269
20678,5377,1850-01-01,0.249
20705,5491,1850-01-01,0.264
20719,9193,1850-01-01,0.405
20725,1724,1850-01-01,0.0
20777,6441,1850-01-01,0.584
20786,2443,1850-01-01,0.0
20824,1079,1850-01-01,0.244
20837,5545,1850-01-01,0.143
20864,3929,1850-01-01,0.546
20918,2289,1850-01-01,0.0
20952,268,1850-01-01,0.0
21015,7507,1860-01-01,0.2
21034,7320,1860-01-01,0.0
21072,9644,1860-01-01,0.324
21128,2226,1860-01-01,0.573
21165,4954,1860-01-01,0.229
21166,6013,1860-01-01,0.336
21191,2142,1860-01-01,0.152
21197,1870,1860-01-01,0.0
21241,8505,1860-01-01,0.065
21252,5511,1860-01-01,0.353
21271,5692,1860-01-01,0.204
21272,7125,1860-01-01,0.114
21278,9518,1860-01-01,0.242
21286,2720,1860-01-01,0.207
21303,7429,1860-01-01,0.231
21319,2243,1860-01-01,0.182
21340,8532,1860-01-01,0.225
21357,6372,1860-01-01,0.129
21378,4372,1860-01-01,0.293
21444,1369,1860-01-01,0.215
21452,4851,1860-01-01,0.307
21454,5486,1860-01-01,0.508
21485,1627,1860-01-01,0.0
21492,9130,1860-01-01,0.0
21577,1618,1860-01-01,0.207
21584,4471,1860-01-01,0.0
21613,8488,1860-01-01,0.0
21671,7243,1860-01-01,0.08
21738,8248,1860-01-01,0.207
21794,6382,1860-01-01,0.288
21795,7329,1860-01-01,0.197
21840,1228,1860-01-01,0.311
21858,312,1860-01-01,0.216
21863,8599,1860-01-01,0.5
21880,7412,1860-01-01,0.172
21884,2159,1860-01-01,0.151
21890,5726,1860-01-01,0.13
21905,8995,1860-01-01,0.091
21936,7232,1860-01-01,0.231
21940,2479,1860-01-01,0.0
21969,8096,1860-01-01,0.0
22004,1121,1860-01-01,0.054
22007,8601,1860-01-01,0.0
22058,602,1860-01-01,0.156
22087,6661,1860-01-01,0.231
22121,5264,1860-01-01,0.18
22122,8019,1860-01-01,0.252
22158,8897,1860-01-01,0.111
22175,6122,1860-01-01,0.13
22179,6730,1860-01-01,0.328
22231,2887,1860-01-01,0.0
22262,6721,1860-01-01,0.0
22281,4373,1860-01-01,0.262
22300,3577,1860-01-01,0.316
22313,1075,1860-01-01,0.203
22345,9076,1860-01-01,0.402
22435,5522,1860-01-01,0.096
22454,8444,1860-01-01,0.228
22467,4238,1860-01-01,0.657
22517,4362,1860-01-01,0.222
22519,6199,1860-01-01,0.0
22532,930,1860-01-01,0.19
22555,4293,1860-01-01,0.164
22557,389,1860-01-01,0.479
22566,2533,1860-01-01,0.333
22571,6450,1860-01-01,0.282
22577,588,1860-01-01,0.0
22591,1559,1860-01-01,0.207
22594,9892,1860-01-01,0.306
22640,2059,1860-01-01,0.171
22679,1628,1860-01-01,0.346
22694,624,1860-01-01,0.484
22742,9206,1860-01-01,0.557
22771,799,1860-01-01,0.202
22812,4740,1860-01-01,0.108
22860,2868,1860-01-01,0.154
22861,6010,1860-01-01,0.0
22869,661,1860-01-01,0.365
22883,3436,1860-01-01,0.289
22910,8137,1860-01-01,0.231
22926,1686,1860-01-01,0.189
22947,4072,1860-01-01,0.2
22948,64,1860-01-01,0.0
22973,3620,1860-01-01,0.0
22987,3459,1860-01-01,0.134
23036,3383,1860-01-01,0.167
23063,1053,1860-01-01,0.307
23100,4111,1860-01-01,0.0
23125,9510,1860-01-01,0.354
23155,3169,1860-01-01,0.298
23240,6027,1860-01-01,0.442
23283,3195,1860-01-01,0.213
23334,331,1860-01-01,0.0
23364,9192,1860-01-01,0.236
23367,5619,1860-01-01,0.186
23503,5336,1860-01-01,0.0
23549,9795,1860-01-01,0.167
23646,5239,1860-01-01,0.0
23649,638,1860-01-01,0.119
23675,8389,1860-01-01,0.114
23700,4767,1860-01-01,0.0
23713,3671,1860-01-01,0.247
23720,8398,1860-01-01,0.18
23752,9481,1860-01-01,0.292
23816,7672,1860-01-01,0.169
23827,9816,1860-01-01,0.0
23843,3582,1860-01-01,0.27
23853,6525,1860-01-01,0.122
23861,5432,1860-01-01,0.287
23876,1297,1860-01-01,0.337
23924,2472,1860-01-01,0.0
23979,5393,1860-01-01,0.416
23981,2650,1860-01-01,0.219
24001,681,1860-01-01,0.146
24013,8194,1860-01-01,0.15
24022,4895,1860-01-01,0.205
24102,833,1860-01-01,0.255
24105,5389,1860-01-01,0.24
24118,9593,1860-01-01,0.188
24152,1903,1860-01-01,0.0
24191,3719,1860-01-01,0.282
24198,7363,1860-01-01,0.202
24201,574,1860-01-01,0.0
24220,5018,1860-01-01,0.181
24257,318,1860-01-01,0.493
24258,3629,1860-01-01,0.0
24261,5920,1860-01-01,0.0
24271,671,1860-01-01,0.105
24292,5637,1860-01-01,0.093
24293,8598,1860-01-01,0.0
24305,867,1860-01-01,0.239
24325,7971,1860-01-01,0.125
24335,5835,1860-01-01,0.119
24356,4339,1860-01-01,0.112
24412,5751,1870-01-01,0.1
24485,3423,1870-01-01,0.218
24534,4019,1870-01-01,0.247
24542,8818,1870-01-01,0.222
24583,9660,1870-01-01,0.114
24612,496,1870-01-01,0.145
24620,6585,1870-01-01,0.389
24626,791,1870-01-01,0.254
24734,8992,1870-01-01,0.266
24735,1056,1870-01-01,0.139
24751,2690,1870-01-01,0.225
24763,2277,1870-01-01,0.309
24818,5154,1870-01-01,0.589
24842,6640,1870-01-01,0.176
24874,7747,1870-01-01,0.302
24907,6994,1870-01-01,0.122
24911,2346,1870-01-01,0.188
24939,3868,1870-01-01,0.357
24941,7105,1870-01-01,0.351
24973,3844,1870-01-01,0.35
24983,6764,1870-01-01,0.491
24993,8862,1870-01-01,0.231
25018,8275,1870-01-01,0.291
25031,4819,1870-01-01,0.049
25032,5239,1870-01-01,0.0
25132,9356,1870-01-01,0.339
25261,8944,1870-01-01,0.26
25326,5445,1870-01-01,0.445
25447,5689,1870-01-01,0.259
25471,8868,1870-01-01,0.239
25558,5814,1870-01-01,0.307
25601,5476,1870-01-01,0.0
25638,8644,1870-01-01,0.223
25655,1661,1870-01-01,0.24
25734,8521,1870-01-01,0.248
25741,1092,1870-01-01,0.223
25759,7387,1870-01-01,0.272
25766,2398,1870-01-01,0.0
25769,114,1870-01-01,0.203
25772,3992,1870-01-01,0.0
25784,238,1870-01-01,0.0
25789,6262,1870-01-01,0.132
25842,2445,1870-01-01,0.227
25894,4749,1870-01-01,0.238
25904,4572,1870-01-01,0.284
25929,157,1870-01-01,0.106
25936,9981,1870-01-01,0.19
25956,7713,1870-01-01,0.176
25979,7202,1870-01-01,0.0
25992,3524,1870-01-01,0.192
25994,9388,1870-01-01,0.198
25996,6759,1870-01-01,0.275
26008,3362,1870-01-01,0.089
26029,2748,1870-01-01,0.349
26095,4209,1870-01-01,0.338
26120,7302,1870-01-01,0.202
26164,5807,1870-01-01,0.0
26193,7197,1870-01-01,0.474
26198,3023,1870-01-01,0.278
26213,8183,1870-01-01,0.233
26216,2656,1870-01-01,0.258
26243,5766,1870-01-01,0.345
26266,3611,1870-01-01,0.242
26291,4092,1870-01-01,0.257
26347,9699,1870-01-01,0.37
26365,3788,1870-01-01,0.211
26381,7868,1870-01-01,0.232
26424,2180,1870-01-01,0.157
26438,6675,1870-01-01,0.299
26465,9248,1870-01-01,0.417
26482,5858,1870-01-01,0.322
26485,846,1870-01-01,0.153
26507,7464,1870-01-01,0.14
26742,7673,1870-01-01,0.0
26824,5626,1870-01-01,0.0
26827,3076,1870-01-01,0.16
26858,6973,1870-01-01,0.102
26862,4629,1870-01-01,0.204
26864,2393,1870-01-01,0.225
26868,2217,1870-01-01,0.176
26901,1044,1870-01-01,0.49
26911,7027,1870-01-01,0.25
26912,1127,1870-01-01,0.255
26928,7146,1870-01-01,0.146
26930,5914,1870-01-01,0.317
26948,9852,1870-01-01,0.236
26990,3151,1870-01-01,0.0
26994,8778,1870-01-01,0.221
27010,7035,1870-01-01,0.316
27032,4473,1870-01-01,0.0
27062,7822,1870-01-01,0.271
27081,8813,1870-01-01,0.0
27163,6116,1870-01-01,0.346
27211,2757,1870-01-01,0.226
27214,8353,1870-01-01,0.194
27240,620,1870-01-01,0.254
27243,5488,1870-01-01,0.104
27248,2126,1870-01-01,0.0
27264,5097,1870-01-01,0.15
27298,7336,1870-01-01,0.418
27339,1529,1870-01-01,0.385
27360,1720,1870-01-01,0.191
27405,6316,1870-01-01,0.0
27418,6962,1870-01-01,0.173
27430,1438,1870-01-01,0.0
27465,3593,1870-01-01,0.0
27473,1888,1870-01-01,0.291
27497,8467,1870-01-01,0.181
27517,1232,1870-01-01,0.238
27525,2515,1870-01-01,0.22
27532,7008,1870-01-01,0.603
27618,4491,1870-01-01,0.119
27640,1487,1870-01-01,0.0
27649,3389,1870-01-01,0.0
27673,2405,1870-01-01,0.2
27744,6188,1870-01-01,0.192
27755,2307,1870-01-01,0.0
27771,7525,1880-01-01,0.557
27874,6984,1880-01-01,0.0
27877,9093,1880-01-01,0.139
27887,1474,1880-01-01,0.194
27898,8473,1880-01-01,0.159
27899,4116,1880-01-01,0.179
27909,1576,1880-01-01,0.0
27922,3302,1880-01-01,0.0
27925,6212,1880-01-01,0.0
27946,1569,1880-01-01,0.0
27961,115,1880-01-01,0.199
27971,3866,1880-01-01,0.0
27995,5208,1880-01-01,0.143
28012,811,1880-01-01,0.332
28040,6013,1880-01-01,0.115
28087,5591,1880-01-01,0.192
28101,7041,1880-01-01,0.348
28123,1804,1880-01-01,0.391
28142,6192,1880-01-01,0.0
28149,3074,1880-01-01,0.204
28173,7738,1880-01-01,0.0
28188,2356,1880-01-01,0.0
28235,8965,1880-01-01,0.05
28266,2167,1880-01-01,0.138
28283,3570,1880-01-01,0.408
28290,5235,1880-01-01,0.0
28291,6652,1880-01-01,0.128
28305,1957,1880-01-01,0.203
28374,5731,1880-01-01,0.24
28416,5046,1880-01-01,0.286
28504,6239,1880-01-01,0.065
28508,1611,1880-01-01,0.256
28522,2453,1880-01-01,0.38
28528,6613,1880-01-01,0.26
28539,9119,1880-01-01,0.0
28544,1132,1880-01-01,0.131
28562,9825,1880-01-01,0.223
28566,7076,1880-01-01,0.188
28574,2060,1880-01-01,0.143
28609,720,1880-01-01,0.205
28669,6946,1880-01-01,0.117
28721,8644,1880-01-01,0.312
28724,4442,1880-01-01,0.0
28757,9640,1880-01-01,0.193
28773,907,1880-01-01,0.255
28814,7713,1880-01-01,0.076
28856,3231,1880-01-01,0.276
28917,4002,1880-01-01,0.0
29021,2933,1880-01-01,0.0
29062,3067,1880-01-01,0.35
29067,1217,1880-01-01,0.218
29102,4007,1880-01-01,0.18
29160,8972,1880-01-01,0.328
29182,7254,1880-01-01,0.271
29193,5946,1880-01-01,0.134
29200,6919,1880-01-01,0.199
29215,9398,1880-01-01,0.189
29227,8385,1880-01-01,0.112
29233,4555,1880-01-01,0.104
29313,5822,1880-01-01,0.246
29350,6339,1880-01-01,0.0
29362,2575,1880-01-01,0.0
29368,3304,1880-01-01,0.114
29370,3905,1880-01-01,0.307
29376,9478,1880-01-01,0.0
29440,8952,1880-01-01,0.0
29453,6135,1880-01-01,0.301
29469,4552,1880-01-01,0.0
29478,2273,1880-01-01,0.0
29518,8036,1880-01-01,0.0
29522,386,1880-01-01,0.302
29523,8746,1880-01-01,0.102
29536,5525,1880-01-01,0.205
29614,1151,1880-01-01,0.0
29636,8332,1880-01-01,0.161
29717,7509,1880-01-01,0.243
29724,1674,1880-01-01,0.227
29807,7923,1880-01-01,0.381
29810,4463,1880-01-01,0.223
29840,5284,1880-01-01,0.262
29877,4594,1880-01-01,0.237
29885,3716,1880-01-01,0.178
29892,7709,1880-01-01,0.271
29983,106,1880-01-01,0.0
29992,7211,1880-01-01,0.295
30027,3784,1880-01-01,0.083
30076,2293,1880-01-01,0.124
30093,1924,1880-01-01,0.234
30154,3647,1880-01-01,0.0
30209,1588,1880-01-01,0.233
30218,8441,1880-01-01,0.195
30229,7981,1880-01-01,0.134
30300,3699,1880-01-01,0.225
30397,9527,1880-01-01,0.278
30426,6408,1880-01-01,0.411
30467,5573,1880-01-01,0.169
30472,3025,1880-01-01,0.0
30477,191,1880-01-01,0.0
30487,8214,1880-01-01,0.179
30494,1303,1880-01-01,0.325
30496,61,1880-01-01,0.179
30505,9570,1880-01-01,0.169
30507,6678,1880-01-01,0.0
30600,9613,1880-01-01,0.0
30618,1413,1880-01-01,0.231
30719,2573,1880-01-01,0.0
30726,282,1880-01-01,0.443
30750,8079,1880-01-01,0.289
30757,1114,1880-01-01,0.0
30763,5017,1880-01-01,0.0
30802,1774,1880-01-01,0.155
30837,6812,1880-01-01,0.191
30859,2107,1880-01-01,0.0
30866,6425,1880-01-01,0.0
30900,1344,1880-01-01,0.175
30939,8625,1880-01-01,0.252
30995,4187,1880-01-01,0.328
31007,4344,1880-01-01,0.183
31038,7887,1880-01-01,0.0
31045,2008,1880-01-01,0.09
31047,1678,1880-01-01,0.199
